model_id,estimator,feature_set,fit_days,metric,mean,se,t,p,ci_low,ci_high,n,calendar_days,missing_days,hac_lags,representation,transform,penalty_grid,pca_grid,history_policy,refit_policy,target,horizon,target_column,stock_days
ld3_lasso_characteristics_full_raw_standard_original_none_fixed504_union,lasso,characteristics,504,rank_ic,0.13177135720483144,0.013891414859925727,9.485812534831744,2.405019902993036e-21,0.10454468438507249,0.15899803002459037,2266,2266,0,20,full,standard,original,none,fixed504,union,raw,21,f_cumret21,3020813
ld3_lasso_characteristics_full_raw_standard_original_none_fixed504_union,lasso,characteristics,504,ew_spread_bp,206.59295885004107,95.32227096732471,2.1673105010355718,0.030211186333490937,19.764740829516626,393.42117687056555,2266,2266,0,20,full,standard,original,none,fixed504,union,raw,21,f_cumret21,3020813
ld3_lasso_characteristics_full_raw_standard_original_none_fixed504_union,lasso,characteristics,504,cap_spread_bp,170.48613241144847,89.28760958638105,1.909404151384657,0.05620997567151666,-4.514366643531673,345.4866314664286,2266,2266,0,20,full,standard,original,none,fixed504,union,raw,21,f_cumret21,3020813
ld3_lasso_characteristics_full_raw_standard_expanded_none_fixed504_union,lasso,characteristics,504,rank_ic,0.13161912828502292,0.013925579293833189,9.4516088349236,3.3366222262077235e-21,0.10432549440525316,0.1589127621647927,2266,2266,0,20,full,standard,expanded,none,fixed504,union,raw,21,f_cumret21,3020813
ld3_lasso_characteristics_full_raw_standard_expanded_none_fixed504_union,lasso,characteristics,504,ew_spread_bp,189.9081746241827,98.72334459707497,1.9236400002376883,0.05439972353870572,-3.586025219421174,383.40237446778656,2266,2266,0,20,full,standard,expanded,none,fixed504,union,raw,21,f_cumret21,3020813
ld3_lasso_characteristics_full_raw_standard_expanded_none_fixed504_union,lasso,characteristics,504,cap_spread_bp,136.44104710788685,94.88455565769611,1.437968973582057,0.15044285763153284,-49.529264670283766,322.4113588860574,2266,2266,0,20,full,standard,expanded,none,fixed504,union,raw,21,f_cumret21,3020813
ld3_enet_characteristics_full_raw_standard_original_none_fixed504_union,enet,characteristics,504,rank_ic,0.13190412726284576,0.013944137605614327,9.45946827215311,3.0951309217992863e-21,0.10457411976037109,0.15923413476532042,2266,2266,0,20,full,standard,original,none,fixed504,union,raw,21,f_cumret21,3020813
ld3_enet_characteristics_full_raw_standard_original_none_fixed504_union,enet,characteristics,504,ew_spread_bp,208.71490937241245,95.62566497731102,2.1826243971420642,0.029063481610259317,21.292050019189645,396.1377687256353,2266,2266,0,20,full,standard,original,none,fixed504,union,raw,21,f_cumret21,3020813
ld3_enet_characteristics_full_raw_standard_original_none_fixed504_union,enet,characteristics,504,cap_spread_bp,179.25533435467904,90.33992670795865,1.9842315672244975,0.04723003098625467,2.192331641091954,356.31833706826615,2266,2266,0,20,full,standard,original,none,fixed504,union,raw,21,f_cumret21,3020813
ld3_enet_characteristics_full_raw_standard_expanded_none_fixed504_union,enet,characteristics,504,rank_ic,0.13210480052525758,0.014001306144526503,9.435176915755177,3.903349762776527e-21,0.10466274474546627,0.1595468563050489,2266,2266,0,20,full,standard,expanded,none,fixed504,union,raw,21,f_cumret21,3020813
