family,comparison,model_id,benchmark_id,metric,family_size,observed_family_size,p_bonferroni,mean,se,t,p,ci_low,ci_high,n,calendar_days,missing_days,hac_lags,target,period
incremental_social,sentiment_given_characteristics_attention,ols_characteristics_core_raw_fit252_val126,ols_characteristics_attention_raw_fit252_val126,rank_ic,144,144,0.23467212038170612,0.000351343100911246,0.00011151823603805124,3.1505439235190544,0.001629667502650737,0.00013277137465722883,0.0005699148271652632,2266,2266,0,21,raw,full
incremental_social,sentiment_given_characteristics_attention,ols_characteristics_core_raw_fit252_val126,ols_characteristics_attention_raw_fit252_val126,rank_ic,144,144,0.25309504671310185,0.000351343100911246,0.0001123075801002601,3.128400599475051,0.0017576044910632073,0.00013122428872388892,0.0005714619130986031,2266,2266,0,63,raw,full
incremental_social,engineered_given_characteristics_core,ols_characteristics_all_raw_fit252_val126,ols_characteristics_core_raw_fit252_val126,rank_ic,144,144,0.5841577626557657,-0.001062873288634164,0.00036985939211322416,-2.873722585659767,0.004056651129553928,-0.0017877843765199612,-0.00033796220074836707,2266,2266,0,5,raw,full
incremental_social,engineered_given_characteristics_core,ols_characteristics_all_raw_fit252_val126,ols_characteristics_core_raw_fit252_val126,rank_ic,144,144,1.0,-0.001062873288634164,0.00042280041835020407,-2.51388892371859,0.011940803571637902,-0.0018915468812490317,-0.00023419969601929638,2266,2266,0,21,raw,full
incremental_social,engineered_given_characteristics_core,ols_characteristics_all_raw_fit252_val126,ols_characteristics_core_raw_fit252_val126,rank_ic,144,144,1.0,-0.001062873288634164,0.0004694806196223994,-2.263934322760814,0.02357815454655063,-0.0019830383945336153,-0.00014270818273471274,2266,2266,0,63,raw,full
incremental_social,text_given_characteristics_core,ols_characteristics_textcore_raw_fit252_val126,ols_characteristics_core_raw_fit252_val126,rank_ic,144,144,3.58609795796246e-13,-0.006817290170113424,0.0008614099348827005,-7.914106738322847,2.4903458041405975e-15,-0.008505622618408511,-0.005128957721818338,2266,2266,0,5,raw,full
incremental_social,text_given_characteristics_core,ols_characteristics_textcore_raw_fit252_val126,ols_characteristics_core_raw_fit252_val126,rank_ic,144,144,1.5778560981526125e-12,-0.006817290170113424,0.000882197570650782,-7.7276229236093075,1.0957334014948698e-14,-0.008546365635837687,-0.005088214704389162,2266,2266,0,21,raw,full
incremental_social,text_given_characteristics_core,ols_characteristics_textcore_raw_fit252_val126,ols_characteristics_core_raw_fit252_val126,rank_ic,144,144,5.077041553914909e-09,-0.006817290170113424,0.0010293742229708365,-6.62275197686446,3.525723301329798e-11,-0.008834826573750168,-0.004799753766476681,2266,2266,0,63,raw,full
incremental_social,text_given_characteristics_all,ols_characteristics_textall_raw_fit252_val126,ols_characteristics_all_raw_fit252_val126,rank_ic,144,144,2.840514675312235e-13,-0.006143258408921197,0.000773412336578689,-7.94305717451685,1.9725796356334966e-15,-0.007659118733814398,-0.004627398084027996,2266,2266,0,5,raw,full
incremental_social,text_given_characteristics_all,ols_characteristics_textall_raw_fit252_val126,ols_characteristics_all_raw_fit252_val126,rank_ic,144,144,2.516288500043472e-13,-0.006143258408921197,0.0007719532165237763,-7.9580708745346405,1.7474225694746333e-15,-0.007656258911057649,-0.004630257906784745,2266,2266,0,21,raw,full
incremental_social,text_given_characteristics_all,ols_characteristics_textall_raw_fit252_val126,ols_characteristics_all_raw_fit252_val126,rank_ic,144,144,8.99895127694973e-10,-0.006143258408921197,0.0008937145902551389,-6.873848179168039,6.249271720103979e-12,-0.00789490681827924,-0.004391609999563153,2266,2266,0,63,raw,full
incremental_social,engineered_given_characteristics_textcore,ols_characteristics_textall_raw_fit252_val126,ols_characteristics_textcore_raw_fit252_val126,rank_ic,144,144,1.0,-0.00038884152744193546,0.0002539840462300212,-1.5309683155838076,0.1257772235499724,-0.000886641110700533,0.00010895805581666215,2266,2266,0,5,raw,full
incremental_social,engineered_given_characteristics_textcore,ols_characteristics_textall_raw_fit252_val126,ols_characteristics_textcore_raw_fit252_val126,rank_ic,144,144,1.0,-0.00038884152744193546,0.00027453406082933267,-1.4163689790159166,0.15666750144407973,-0.000926918399196956,0.000149235344313085,2266,2266,0,21,raw,full
incremental_social,engineered_given_characteristics_textcore,ols_characteristics_textall_raw_fit252_val126,ols_characteristics_textcore_raw_fit252_val126,rank_ic,144,144,1.0,-0.00038884152744193546,0.0002796834796569098,-1.3902913676522146,0.1644404181031317,-0.0009370110746403195,0.00015932801975644862,2266,2266,0,63,raw,full
incremental_social,all_given_characteristics,ols_characteristics_all_raw_fit252_val126,ols_characteristics_raw_fit252_val126,rank_ic,144,144,1.0,-3.9730431353936396e-05,0.0004653655394103813,-0.08537467429211648,0.9319635266249418,-0.0009518301282443388,0.0008723692655364661,2266,2266,0,5,raw,full
incremental_social,all_given_characteristics,ols_characteristics_all_raw_fit252_val126,ols_characteristics_raw_fit252_val126,rank_ic,144,144,1.0,-3.9730431353936396e-05,0.0005157161770679364,-0.07703933504630517,0.9385922530928965,-0.0010505155646517732,0.0009710547019439003,2266,2266,0,21,raw,full
